,id,city_id,type,kr_name,loc_name,title,content,latitude,longitude,address,contact,homepage,how_to_go,available_time,score,created_at,updated_at,coordinate,title_img,facilities,atmosphere
702,703,4,4,PINN-N4E2-Ⅰ,PINN-N4E2-Ⅰ,PINN-N4E2-Ⅰ,accommodation,141.3580936,43.0670375,"2 Chome-8-7 Kita 4 Johigashi, Chuo Ward, Sapporo, Hokkaido 060-0034 일본 ",+81 50-5806-7385,https://www.booking.com/hotel/jp/glowl-n4e2i.ja.html?label=gen173nr-1DCAsodUILZ2xvd2wtbjRlMmlIFVgEaHWIAQGYARW4ARjIAQzYAQPoAQH4AQOIAgGoAgQ;sid=a9be53bd6635c009c0f36e443f1683e3;dist=0&keep_landing=1&sb_price_type=total&type=total&,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",4.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x05\x9d\xb5\x80u\xaba@\x84\rO\xaf\x94\x88E@',8e7dd4af-1ed7-45a8-b33a-abb0acca2ed3.jpg,"['무료 Wi-Fi', '조식 포함', '주차 가능', '휠체어 사용 가능', '수영장', '에어컨', '애완동물 허용', '유아 동반 가능', '음식점', '모든 객실 내 주방 시설', '공항 셔틀 서비스', '피트니스 센터', '금연']",
703,704,4,4,JR INN Sapporo Kita2jo,JRイン札幌北2条,JR INN Sapporo Kita2jo,"도심에 자리한 깔끔한 호텔로 삿포로시 시계탑에서 도보 3분, 삿포로역에서 도보 7분 거리에 있습니다. 노포로 삼림공원은 호텔에서 14km 거리에 있습니다.
아담하고 미니멀한 객실에 Wi-Fi와 평면 TV가 구비되어 있습니다. 상위 등급 객실에는 소파가 따로 있습니다.
편의시설로는 투숙객용 라운지, 코인 세탁실, 남녀 구분된 실내 대중탕이 있습니다. 조식과 주차장을 이용할 수 있습니다.",141.3541534,43.064237,"2 Chome-8-1 Kita 2 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-0002 일본 ",+81 11-212-1256,https://www.jr-inn.jp/north2,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",4.3,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x8d\xd8\x829U\xaba@\xb9\x18\x03\xeb8\x88E@',0562110c-afa8-4f07-a51d-79439d6ad18b.jpg,"['무료 Wi-Fi', '유료 아침식사', '유료 주차', '휠체어 사용 가능', '수영장', '에어컨', '세탁 서비스', '애완동물 허용', '유아 동반 가능', '음식점', '피트니스 센터', '금연']",
704,705,4,4,PirkaSapporo,PirkaSapporo,PirkaSapporo,accommodation,141.369696,43.080744,"Pirka Sapporo, 12 Chome-1-30 Kita 14 Johigashi, Higashi Ward, Sapporo, Hokkaido 065-0014 일본 ",+81 11-723-7810,http://pirkasapporo.com/,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",4.7,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xc9\xae\xb4\x8c\xd4\xaba@\x93\xac\xc3\xd1U\x8aE@',b0de4c0e-2625-4d04-95f5-f94267d35426.jpg,"['무료 Wi-Fi', '조식 포함', '무료 주차', '수영장', '에어컨', '애완동물 허용', '음식점', '공항 셔틀 서비스', '피트니스 센터', '금연']",
705,706,4,4,VILLA 苗穂札幌ビールパークホカンス,VILLA 苗穂札幌ビールパークホカンス,VILLA 苗穂札幌ビールパークホカンス,accommodation,141.3738807,43.0738749,"13 Chome-3-15 Kita 8 Johigashi, Higashi Ward, Sapporo, Hokkaido 065-0008 일본 ",+81 11-676-9717,,대중교통,체크인 시간: 오후 3:00,5.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00ac\xa8\xd4\xf6\xaba@e\xbf\x93\xbbt\x89E@',2a3f9dd6-19b7-49a7-8092-dd464c88668c.jpg,"['무료 Wi-Fi', '조식', '무료 주차', '휠체어 사용 가능', '수영장', '에어컨', '애완동물 허용', '음식점', '모든 객실 내 주방 시설', '공항 셔틀 서비스', '피트니스 센터']",
706,707,4,4,SAPPORO HILLS,SAPPORO HILLS,SAPPORO HILLS,accommodation,141.3576589,43.0669237,"일본 〒060-0034 Hokkaido, Sapporo, Chuo Ward, Kita 4 Johigashi, 2 Chome−８−10 ",+81 11-374-4638,https://sapporohills.jphotel.site/ja/,대중교통,체크인 시간: 오후 3:00,4.2,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf2\xd3\x13\xf1q\xaba@\xe5i\xaf\xf4\x90\x88E@',aed9fe93-3234-4c91-b3cd-0b4feddc58c2.jpg,"['무료 Wi-Fi', '조식 포함', '수영장', '에어컨', '음식점', '피트니스 센터', '금연']",
707,708,4,4,Urban Hotel Maruko Sapporo,アーバンホテルマルコー 札幌,Urban Hotel Maruko Sapporo,accommodation,141.3533157,43.082371,"1 Chome-3-7 Kita 17 Johigashi, Higashi Ward, Hokkaido 065-0017 일본 ",+81 11-704-7111,http://park19.wakwak.com/~hotel/,대중교통,체크인 시간: 오후 1:00,3.0,2025-03-06 15:51:36,,"b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00:\x15\xba\\N\xaba@\xc5\x91\x07""\x8b\x8aE@'",655e12f9-8d72-420e-b16d-9807be809422.jpg,"['무료 Wi-Fi', '조식 포함', '무료 주차', '수영장', '음식점', '공항 셔틀 서비스', '피트니스 센터']",
708,709,4,4,Super Hotel Sapporo Kita 5-jo Dōri,スーパーホテル札幌・北5条通,Super Hotel Sapporo Kita 5-jo Dōri,"활기 넘치는 주오구의 이 캐주얼한 온천 호텔은 삿포로 오도리 공원에서 도보 9분, 삿포로에서 도보 14분, 다누키코지 상점가에서 2km 거리에 있습니다.
소박하고 아담한 객실에 평면 TV, 고속 인터넷, 미니 냉장고, 주전자가 구비되어 있습니다. 패밀리룸에는 이층 침대가 있으며 상위 등급의 객실에는 프로젝터 스크린과 소파가 추가됩니다.
실내 온천탕은 공용입니다. 기타 편의시설로는 무료 셀프서비스 바와 아늑하게 꾸민 식당이 있습니다. 조식과 주차장을 이용할 수 있습니다.",141.3377665,43.0648302,"12 Chome-1-4 Kita 4 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-0004 일본 ",+81 11-555-9000,https://www.superhotel.co.jp/s_hotels/sapporo/,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",4.1,2025-03-06 15:51:36,,"b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xe6\xe5\xb0\xfb\xce\xaaa@\x86e""[L\x88E@'",8b42f677-ead2-45ea-8d48-0fd79af9fadf.jpg,"['무료 Wi-Fi', '조식 포함', '주차 가능', '휠체어 사용 가능', '수영장', '에어컨', '비즈니스 센터', '애완동물 허용', '음식점', '공항 셔틀 서비스', '스파', '피트니스 센터', '금연']",
709,710,4,4,호텔 루트-인 삿포로 키타요조,ホテルルートイン札幌北四条,호텔 루트-인 삿포로 키타요조,"이 깔끔하고 소박한 호텔은 삿포로역에서 도보 17분, 행사가 열리는 유서 깊은 오도리 공원에서 2km, 삿포로시 마루야마 동물원에서 4km 거리에 있습니다.
기본에 충실한 객실에 평면 TV, 무료 Wi-Fi, 미니 냉장고가 구비되어 있습니다.
무료 서비스로는 주차장, 삿포로역까지 운행하는 셔틀 서비스, 캐주얼한 식사 공간에서 제공되는 조식 뷔페가 있습니다. 지열수를 사용하는 대중탕도 있습니다. 코인 세탁실도 마련되어 있습니다.",141.3359129,43.0645761,"13 Chome-1-53 Kita 4 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-0004 일본 ",+81 11-204-7122,https://www.route-inn.co.jp/hotel_list/hokkaido/index_hotel_id_72/?utm_source=google&utm_medium=gbp&utm_campaign=web,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",3.6,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xbf\xf9h\xcc\xbf\xaaa@6\xcd\x96\x07D\x88E@',3cea2857-cb56-4dbc-a99f-8c3d5b504351.jpg,"['무료 Wi-Fi', '조식 포함', '유료 주차', '휠체어 사용 가능', '수영장', '에어컨', '세탁 서비스', '비즈니스 센터', '애완동물 허용', '유아 동반 가능', '음식점', '공항 셔틀 서비스', '스파', '피트니스 센터', '금연']",
710,711,4,4,Ｈouse Ｈotel 摩周,Ｈouse Ｈotel 摩周,Ｈouse Ｈotel 摩周,accommodation,141.3316946,43.0760802,"15 Chome-6-6 Kita 14 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-0014 일본 ",+81 70-2009-3399,https://househotel.co.jp/,대중교통,"체크인 시간: 오후 4:00
체크아웃 시간: 오전 11:00",4.6,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00Ph\xfe=\x9d\xaaa@\xc3o\xf9\xfe\xbc\x89E@',246d471e-00a8-4092-bcad-51824f658503.jpg,"['무료 Wi-Fi', '조식 포함', '무료 주차', '휠체어 사용 가능', '수영장', '애완동물 허용', '음식점', '공항 셔틀 서비스', '피트니스 센터', '금연']",
711,712,4,4,House Hotel Goma 胡摩,House Hotel Goma 胡摩,House Hotel Goma 胡摩,accommodation,141.331509,43.0761168,"15 Chome-6-5 Kita 14 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-0014 일본 ",+81 70-2009-3399,https://househotel.co.jp/ja/,대중교통,"체크인 시간: 오후 4:00
체크아웃 시간: 오전 11:00",5.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x8d*\xc3\xb8\x9b\xaaa@\x8dV\xff1\xbe\x89E@',498810df-08e6-427d-b879-76a66369f10d.jpg,"['무료 Wi-Fi', '조식', '무료 주차', '수영장', '에어컨', '음식점', '모든 객실 내 주방 시설', '피트니스 센터']",
712,713,4,4,ANAX NORD 5,ANAX NORD 5,ANAX NORD 5,accommodation,141.3406888,43.0663964,,,,대중교통,,5.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\xc32\xec\xe6\xaaa@<I_\xad\x7f\x88E@',df0d5152-ab93-42fb-9852-615b204b2942.jpg,[],[]
713,714,4,4,北翠寮,北翠寮,北翠寮,accommodation,141.3372946,43.0674298,"12 Chome-11-5 Kita 7 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-0007 일본 ",+81 11-231-3990,https://hokusuiryo.com/,대중교통,체크인 시간: 오후 2:00,3.9,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xc2\x83\x0b\x1e\xcb\xaaa@N\xe3(\x8a\xa1\x88E@',799d7e9d-7f03-4d48-8de7-324c55c9cfde.jpg,"['무료 Wi-Fi', '조식', '무료 주차', '휠체어 사용 가능', '수영장', '에어컨', '비즈니스 센터', '애완동물 허용', '룸 서비스', '유아 동반 가능', '음식점', '피트니스 센터', '금연']",
714,715,4,4,TAKETO STAY PREMIERE SAPPORO EKI,TAKETO STAY PREMIERE SAPPORO EKI,TAKETO STAY PREMIERE SAPPORO EKI,accommodation,141.3445089,43.068955,"7 Chome-1-37 Kita 7 Jonishi, Kita Ward, Sapporo, Hokkaido 060-0807 일본 ",+81 11-600-2068,https://taketostay.airhost.co/ja/houses/221053,대중교통,"체크인 시간: 오후 4:00
체크아웃 시간: 오전 10:00",4.7,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xcaU\x877\x06\xaba@\xa6\xf2v\x84\xd3\x88E@',399f1431-e538-4179-bac8-0d47e1d93c0e.jpg,"['무료 Wi-Fi', '조식', '무료 주차', '휠체어 사용 가능', '수영장', '에어컨', '비즈니스 센터', '애완동물 허용', '음식점', '공항 셔틀 서비스', '피트니스 센터', '금연']",
715,716,4,4,桑園1996,桑園1996,桑園1996,accommodation,141.3307285,43.0760636,,,,대중교통,,0.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00]k\xefS\x95\xaaa@@5\xb9s\xbc\x89E@',9023d5b2-f213-4173-821c-0361363ee0e5.jpg,[],[]
716,717,4,4,札幌えんじゅ平岸店,札幌えんじゅ平岸店,札幌えんじゅ平岸店,accommodation,141.3799127,43.023199,,,https://www.sapporo-enju.com/house/house-hira.shtml,대중교통,체크인 시간: 오후 4:00,1.9,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb9\xba\xad>(\xaca@c&Q/\xf8\x82E@',69a9b4bb-77ab-4757-835c-32e0542f9cdf.jpg,[],[]
717,718,4,4,Sapporo House at Sumikawa Station,HDO澄川ハウス,Sapporo House at Sumikawa Station,accommodation,141.3694608,43.0145138,"3 Chome-2-26 Sumikawa 5 Jo, Minami Ward, Sapporo, Hokkaido 005-0005 일본 ",+81 70-4152-6076,http://www.hdo.one/,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",5.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xee\xa4t\x9f\xd2\xaba@\x9c+\x94\x96\xdb\x81E@',7fc44aae-cd90-4802-a015-70cef05d0aa3.jpg,"['무료 Wi-Fi', '조식 포함', '수영장', '에어컨', '음식점', '피트니스 센터', '금연']",
718,719,4,4,メープル澄川,メープル澄川,メープル澄川,accommodation,141.367713,43.0164592,"2 Chome-3-1 Sumikawa 4 Jo, Minami Ward, Sapporo, Hokkaido 005-0004 일본 ",+81 11-513-5019,https://weeklyandmonthly.com/srch/?cm=v&id=356249,대중교통,,4.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\r\xaa\rN\xc4\xaba@\xf2\xdb\xc6U\x1b\x82E@',874c5e96-2819-46ee-bd17-64f95d2ba039.jpg,[],[]
719,720,4,4,아파 호텔 & 리조트 삿포로,アパホテル＆リゾート〈札幌〉,아파 호텔 & 리조트 삿포로,"도시 외곽에 위치한 이 캐주얼한 호텔은 도시의 상징인 오도리 공원에서 8km, 삿포로 마루야마 동물원과 삿포로 시계탑에서 9km 떨어져 있습니다.
깔끔한 객실에 무료 Wi-Fi, 평면 TV, 책상이 구비되어 있습니다. 보호자와 동반하는 5세 이하의 어린이는 객실당 1명까지 무료로 투숙할 수 있습니다.
주차 시설과 지역 셔틀을 무료로 이용할 수 있습니다. 뷔페식 레스토랑에서 조식과 석식이 제공됩니다. 기타 편의시설로는 연회장, 오락실, 공용 전자레인지, 사우나 시설이 포함된 남녀 공중 목욕탕이 있습니다. 마사지 서비스와 셀프서비스 세탁실은 유료로 이용할 수 있습니다.",141.3343429,42.9945896,"2 Chome Kawazoe 4 Jo, Minami Ward, Sapporo, Hokkaido 005-0804 일본 ",+81 570-010-111,https://www.apahotel.com/hotel/hokkaido-tohoku/hokkaido/resort-sapporo/?utm_source=google&utm_medium=maps,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",3.6,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xcb\xa4\xe1\xef\xb2\xaaa@\x8axF\xb6N\x7fE@',85f75fe4-8770-4f07-9de8-e30b746f859f.jpg,"['무료 Wi-Fi', '유료 아침식사', '무료 주차', '수영장', '에어컨', '세탁 서비스', '애완동물 허용', '유아 동반 가능', '음식점', '공항 셔틀 서비스', '온수 욕조', '스파', '피트니스 센터']",
720,721,4,4,KIYAZA ROAD 札幌,KIYAZA ROAD 札幌,KIYAZA ROAD 札幌,accommodation,141.3834929,43.0436766,"2 Chome-2-3 Misono 3 Jo, Toyohira Ward, Sapporo, Hokkaido 062-0003 일본 ",+81 50-3196-9387,https://kiyaza-sapporo.jp/room/road.php,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",4.5,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf1\xf7\xe6\x92E\xaca@\xdcL\xe01\x97\x85E@',c807b58a-e5d0-4548-b97d-d7448f49451a.jpg,"['무료 Wi-Fi', '조식 포함', '주차 가능', '수영장', '애완동물 허용', '음식점', '모든 객실 내 주방 시설', '공항 셔틀 서비스', '피트니스 센터', '금연']",
721,722,4,4,Pension Yukiwa,ペンション雪輪,Pension Yukiwa,"주거 지역에 위치한 이 아늑하고 소박한 게스트하우스는 도요히라코엔 지하철역에서 도보 6분, 삿포로 TV탑 전망대에서 4km, 오도리 공원에서 5km 거리에 있습니다.
다다미가 깔린 깔끔한 객실에 이불, TV, 전통 좌식 테이블이 마련되어 있습니다. Wi-Fi를 이용할 수 있으며 욕실은 공용입니다.
주차는 무료입니다. 만화책 서가도 이용 가능합니다. 피아노가 있는 소박한 식당에서 조식이 유료로 제공됩니다.",141.3800187,43.0390771,"2 Chome-4-21 Misono 8 Jo, Toyohira Ward, Sapporo, Hokkaido 062-0008 일본 ",+81 11-822-7123,https://setsurin.com/,대중교통,"체크인 시간: 오후 4:00
체크아웃 시간: 오전 10:00",4.2,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xca\x0b\xfa\x1c)\xaca@\xe2Byz\x00\x85E@',270a383e-9baf-4605-b9fb-f85d1d09809b.jpg,"['무료 Wi-Fi', '조식 포함', '주차 가능', '수영장', '에어컨', '애완동물 허용', '유아 동반 가능', '공항 셔틀 서비스', '피트니스 센터']",
722,723,4,4,カリド白石駅前,KIYAZA CITY 札幌,カリド白石駅前,accommodation,141.3985159,43.0468487,"1-chome Kita-2-15 Nangodori, Shiroishi Ward, Sapporo, Hokkaido 003-0023 일본 ",+81 50-3196-9387,https://kiyaza-sapporo.jp/room/city.php,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",3.7,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf4\xadj\xa4\xc0\xaca@\x18.a#\xff\x85E@',5e243db1-ad2b-4c22-a3f2-6fb575f61c8f.jpg,"['무료 Wi-Fi', '조식 포함', '주차 가능', '수영장', '애완동물 허용', '음식점', '모든 객실 내 주방 시설', '공항 셔틀 서비스', '피트니스 센터', '금연']",
723,724,4,4,セジュール豊平公園,セジュール豊平公園,セジュール豊平公園,accommodation,141.3724769,43.0422274,"일본 〒062-0934 Hokkaido, Sapporo, Toyohira Ward, Hiragishi 4 Jo, 1 Chome−1−3 セジュール １０１ ",+81 80-4049-4722,,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 11:00",4.3,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x7f\x00\xadT\xeb\xaba@`\xff\x1a\xb5g\x85E@',8cf7ce7f-5687-4121-8fb6-6a4050ac3990.jpg,[],[]
724,725,4,4,Tom house sappro,トムハウス サッポロ,Tom house sappro,accommodation,141.385579,43.0154746,"5 Chome-1-11 Nishioka 3 Jo, Toyohira Ward, Sapporo, Hokkaido 062-0033 일본 ",+81 90-6213-8692,,대중교통,"체크인 시간: 오후 2:00
체크아웃 시간: 오전 10:00",4.2,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xc8`\xc5\xa9V\xaca@\x97uZ\x12\xfb\x81E@',fc6eebe7-1ede-49b4-9907-fb2ee1939ab9.jpg,"['무료 Wi-Fi', '조식 포함', '주차 가능', '수영장', '에어컨', '애완동물 허용', '음식점', '공항 셔틀 서비스', '피트니스 센터', '금연']",
725,726,4,4,TAKETO STAY KOTONI,TAKETO STAY KOTONI,TAKETO STAY KOTONI,accommodation,141.2982954,43.0763754,"일본 〒063-0814 Hokkaido, Sapporo, Nishi Ward, Kotoni 4 Jo, 6 Chome−2−24 TAKETO STAY KOTONI ",+81 11-600-2068,https://taketostay.airhost.co/ja/houses/123703,대중교통,"체크인 시간: 오후 4:00
체크아웃 시간: 오전 10:00",4.4,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x83q\xcb\xa2\x8b\xa9a@\x06\x9cJ\xab\xc6\x89E@',d971c4fe-2739-4173-874b-86bcf9fb3d36.jpg,"['무료 Wi-Fi', '조식 포함', '주차 가능', '수영장', '에어컨', '애완동물 허용', '모든 객실 내 주방 시설', '피트니스 센터', '금연']",
726,727,4,4,Deco MK Living,Deco MK Living,Deco MK Living,accommodation,141.301428,43.0769573,"5 Chome-4 Kotoni 2 Jo, Nishi Ward, Sapporo, Hokkaido 063-0812 일본 ",+81 11-374-4638,,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",0.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00(CUL\xa5\xa9a@\x1fX\x9f\xbc\xd9\x89E@',6f6301bd-8980-4ffd-99d5-8c2d5a6c019d.jpg,"['무료 Wi-Fi', '조식', '무료 주차', '휠체어 사용 가능', '수영장', '에어컨', '애완동물 허용', '음식점', '모든 객실 내 주방 시설', '공항 셔틀 서비스', '피트니스 센터', '금연']",
727,728,4,4,Nest2,Nest2,Nest2,accommodation,141.2977088,43.0767118,,,,대중교통,체크인 시간: 오후 2:00,0.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00h\xf7\x9a\xd4\x86\xa9a@\xd0\x1b8\xb1\xd1\x89E@',2a9c5e5c-6d7e-4f30-8759-e7e8a51ed7f8.jpg,[],[]
728,729,4,4,Wayado Sapporo Ciao,Wayado Sapporo Ciao,Wayado Sapporo Ciao,accommodation,141.3727388,43.0859426,,,,대중교통,,4.4,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00i~\xeby\xed\xaba@\xa7*\xc8*\x00\x8bE@',377ccbb8-cff2-469c-9789-405d70bd1094.jpg,[],[]
729,730,4,4,志ら井旅館,志ら井旅館,志ら井旅館,accommodation,141.2933656,43.0892487,"4 Chome-2-16 Hassamu 6 Jo, Nishi Ward, Sapporo, Hokkaido 063-0826 일본 ",+81 11-661-7373,https://travel.rakuten.co.jp/HOTEL/41765/41765.html,대중교통,체크인 시간: 오후 3:00,3.4,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xaf8A@c\xa9a@\xf2\xda[\x80l\x8bE@',fab6d9b7-0b64-4a88-a0d3-1bca747d6074.jpg,"['무료 Wi-Fi', '조식 포함', '수영장', '음식점', '피트니스 센터']",
730,731,4,4,Chateraise Gateaux Kingdom Sapporo,シャトレーゼ ガトーキングダム サッポロ,Chateraise Gateaux Kingdom Sapporo,"이시카리강 유역에 자리한 세련되고 현대적인 호텔로 바라토 컨트리클럽 골프장에서 6km, 삿포로 사토랜드 놀이공원에서 10km 거리에 있습니다.
깔끔하게 꾸민 객실에 평면 TV, 미니 냉장고, 휴식 공간, 책상이 구비되어 있습니다. 다다미 바닥으로 된 일부 객실에는 전통 좌식 테이블이 제공됩니다.
식사 공간으로는 아트리움에 있는 뷔페 레스토랑과 강이 보이는 현대적인 프렌치 레스토랑이 있습니다. 11층에는 탁 트인 도시 전망을 감상할 수 있는 라운지 겸 바가 있습니다. 기타 편의시설로는 노천탕이 딸린 고급 스파, 워터 슬라이드가 있는 실내 온수 수영장이 있습니다.",141.355762,43.1713202,"132 Higashibarato, Kita Ward, Sapporo, Hokkaido 002-8043 일본 ",+81 11-773-2211,http://www.gateauxkingdom.com/,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 11:00",4.0,2025-03-06 15:51:36,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1be\xfdfb\xaba@t\x12\x00\xd2\xed\x95E@',521cfc66-eee5-49eb-9ace-af60376839f7.jpg,"['무료 Wi-Fi', '유료 아침식사', '무료 주차', '휠체어 사용 가능', '실내 수영장', '에어컨', '애완동물 허용', '유아 동반 가능', '음식점', '공항 셔틀 서비스', '온수 욕조', '스파', '피트니스 센터', '바', '금연']",
731,732,4,4,Hostel Sapporo Hachijo Bettei,Hostel Sapporo Hachijo Bettei,Hostel Sapporo Hachijo Bettei,accommodation,141.3875622,43.0965121,,,,대중교통,체크인 시간: 오후 3:00,5.0,2025-03-06 15:51:36,,"b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00N\xc5\xd7\xe8f\xaca@\x8a\x95,\x82Z\x8cE@'",4ad014dd-b55d-44f2-8ca3-f78ef63f5132.jpg,['에어컨'],
732,733,4,4,紅櫻アウトドアガーデン,紅櫻アウトドアガーデン,紅櫻アウトドアガーデン,accommodation,141.3655175,42.9920191,"일본 〒005-0007 Hokkaido, Sapporo, Minami Ward, Sumikawa, 389-6 紅櫻公園内 ",+81 90-9252-6575,https://www.benizakuraog.com/,대중교통,,4.0,2025-03-06 15:51:37,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb4\x93\xc1Q\xb2\xaba@\xf1\xc0[{\xfa~E@',4f440fed-6939-43ca-8057-284cb944f9db.jpg,[],[]
733,734,4,4,Hokkaido Youth Hall compass,北海道青少年会館 Compass,Hokkaido Youth Hall compass,accommodation,141.341236,42.9865984,"7 Chome-8-1 Makomanaikashiwaoka, Minami Ward, Sapporo, Hokkaido 005-0022 일본 ",+81 11-584-7555,https://hs-compass.com/,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",3.5,2025-03-06 15:51:37,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xf9\x86\xc2g\xeb\xaaa@\x99$;\xdbH~E@',e448b759-faef-46fe-af55-a5cae9a23d08.jpg,"['무료 Wi-Fi', '유료 아침식사', '무료 주차', '휠체어 사용 가능', '실내 수영장', '에어컨', '비즈니스 센터', '애완동물 허용', '유아 동반 가능', '음식점', '공항 셔틀 서비스', '피트니스 센터', '금연']",
734,735,4,4,Guest house JYAGAIMO ゲストハウスじゃがいも,Guest house JYAGAIMO ゲストハウスじゃがいも,Guest house JYAGAIMO ゲストハウスじゃがいも,accommodation,141.3675193,43.0027234,"9 Chome-10-7 Sumikawa 4 Jo, Minami Ward, Sapporo, Hokkaido 005-0004 일본 ",+81 70-3316-3784,,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 10:00",5.0,2025-03-06 15:51:37,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xc3\xc4\xd5\xb7\xc2\xaba@\x8b\xf7\x88=Y\x80E@',8f26228c-c076-4bbf-8c9c-16c130d45424.jpg,"['무료 Wi-Fi', '조식', '주차 가능', '휠체어 사용 가능', '수영장', '비즈니스 센터', '애완동물 허용', '음식점', '공항 셔틀 서비스', '피트니스 센터', '금연']",
735,736,4,4,빌라 삿포로 호노보노,ほのぼの山荘,빌라 삿포로 호노보노,accommodation,141.3188728,42.9981531,,,https://www.booking.com/hotel/jp/villa-sapporo-honobono-fukui.ja.html,대중교통,"체크인 시간: 오후 3:00
체크아웃 시간: 오전 11:00",4.4,2025-03-06 15:51:37,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb0\xf2\xba44\xaaa@Us\x14{\xc3\x7fE@',6a7a3727-0765-468a-a424-f411fa20d589.jpg,"['무료 Wi-Fi', '조식 포함', '수영장', '에어컨', '음식점', '공항 셔틀 서비스', '피트니스 센터']",
736,737,4,4,GUEST HOUSE in Sapporo,GUEST HOUSE in Sapporo,GUEST HOUSE in Sapporo,accommodation,141.3675137,43.0027182,"Guest House Jyagaimo, 9 Chome-10-7 Sumikawa 4 Jo, Minami Ward, Sapporo, Hokkaido 005-0004 일본 ",+81 3-6231-0330,,대중교통,,0.0,2025-03-06 15:51:37,,b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x9fJ\x17\xac\xc2\xaba@O\r\xea\x11Y\x80E@',a3958d89-ee4d-4e96-8b6a-28b1f4b5f406.jpg,[],[]
